Name,Ward No,Block Number,North,East,South,West
Lalit Chauhan,29,4,Starting from rain shelter moving on panthaghati road excluding saraswati vidya mandir school premises upto bhrata bhawan,From bhrata bhawan moving downstairs including block a17 upto shanti niwas,From shanti niwas moving on road westward upto block c7,From block c7 moving on road upto rain shelter
Lalit Chauhan,20,14,Starting from Rita Niwas moving along covering satya niketan Tarun Villa Shakti Sadan Temple house of Dilbaag and coming upto Mashobra Restaurant on the dhalli mashobra road.,From Mashobra Restaurant moving along the road and covering Daawat dhaba to rain shelter opposite HRTC bus stand dhalli covering amar building uco bank ATM SBI ATM hotel and coming upto kufri holiday inn,From Hotel kufri holiday inn moving along the road covering A-one restaurant and coming upto Rain shelter.,From Rain shelter moving downwards upto Rita Niwas.
Lalit Chauhan,19,17,Starting from RK niwas moving along the road covering Malta niwas Rajkiye Prathmik Pathshaala and coming upto Shokra Ram niwas.,from Shokra Ram niwas moving downwards covering Mohan sadan Dogra building and coming upto Swastik sadan .,from Swastik sadan moving along the road covering covering Sunnam villa plot no 6 dhingra enclave sonam villa and coming upto Hari Prem niwas.,from Hari prem niwas covering Hawa ghar Padam cottage Chaman lal niwas Sharma niwas Sahil niwas and coming upto RK niwas.
Lalit Chauhan,29,2,Starting from roshna chauhan building near drain going on road taking houses on right including asia automobile upto highway appartment 2,from highway appartment 2 taking houses on right upto hari vatika including jungle area,from hari vatika upto laxmi devi niwas including jungle area,from laxmi devi niwas moving along path upto roshna chauhan building including right side drain
Lalit Chauhan,29,5,Starting from saraswati vidya mandir school gate moving on road upto saraswati vidya mandir school excluding bhrata bhawan,From saraswati vidya mandir school moving downwards upto svm boys hostel,From svm boys hostel upto chetram gyan bhawan,From chetram gyan bhawan upto saraswati vidya mandir school gate
Lalit Chauhan,19,34,Starting from Saroj bhawan moving along and coming upto Hira Niwas,From Hira Niwas moving on the path covering North Oak public school and coming upto Shiv kutir .,fromk Shiv kutir moving along the path to north Oak old building opp. Pratasha house (excluded).,North oak old building opp. Pratasha house (excluded). moving along the path covering Sharma kutir Hari Niwas and coming upto Saroj bhawan .
Lalit Chauhan,29,3,Starting from Satyadeep bhawan taking houses on right side of the road upto police assistance booth,from police assistance booth moving along road down side upto block c27,from block c27 covering all houses on right of street including lata niwas upto block b4,from block b4 upto satyadeep bhawan including jungle area
Lalit Chauhan,18,30,Starting from Shanti niketan moving along path and stairs covering ekant niwas IVY Dene Villa to Yash bhawan.,From Yash bhawan moving along ward boundary covering Rewthal villa Anant niwas Prashant cottage Gautam niwas Deep niwas h/o Vijay chauhan Dalel niwas Attri niwas and coming upto Brothers cottage .,From Brothers cottage moving upwards along stairs covering Vina Dogra niwas and coming upto Kumar building,From Kumar building moving along the path covering Bimla bhawan Tara kunj Nirmal lodge Mani cottage Joshi niwas Chandel niwas and coming upto Shanti niketan .
Lalit Chauhan,20,13,Starting from Sharma niwas moving along and covering Krishna kunj Sharma niwas Vineet house Shalli cottage ESS ESS trading company and coming upto to bus stand Dhalli.,From Bus Stand Dhalli moving along the road and coming upto public toilets,From Public toilets moving along the cart road covering Naresh bros market shops Mount view complex lying on the road and hpseb office azad niwas Jinna house pushpa niwas thakur niwas lying above the road and coming upto to Amraavati niwas.,From Amaraavati niwas moving upwards covering chauhan niwas kanwar niwas sharma niwas and coming upto Sharma niwas.
Lalit Chauhan,19,32,Starting from Snowdown Nala at Bridge moving along the cart road covering IGMC Collage Campus and coming upto Police Check post at the junction of the Sanjauli Dhalli Bye Pass.,From Police Check post at Sanjauli Dhalli Bye Pass junction moving on the lakkar Bazzar road and coming Aashish Villa.,From Aashish Villa moving on lakkar Bazzar Road covering HPSEB Office and Govt. College Campus and Prakash Cottage and IGMC Campus upto Snowdown Nala.,From the Snowdown Nala on the Lakkar Bazzar Road moving downwards covering IGMC Campus upto Snowdown Nala Bridge on the Cart road which is the starting point of the block.
Lalit Chauhan,18,25,Starting from Sudama niwas on the cart road moving along the same covering Gungar mal building khalsa niwas and coming upto to Devi Saran building.,from Devi saran building moving downwards along the nala covering Shakuntala niwas khanna house Kshitij bhawan Padma niwas and coming upto to Kashyap niwas.,from Kashyap niwas along ward boundary covering Kaushal niwas Ankur niwas and coming upto nala near Azad niwas.,From Nala near Azad niwas moving upwards along the same covering Sukh ashram Siddhartha PG Gupta niwas and coming upto Sudama niwas.
Lalit Chauhan,19,4,Starting From Thakur estate moving along the road and covering Sharma Niwas Thakur Niwas and coming up to Rajesh kumar Sharma apartment.,From Rajesh kumar Sharma Appartment moving downward covering Balmiki temple and coming upto Naresh Niwas.,from Naresh Niwas moving along the road covering Gugga jaahar veer temple master cottage balak ram building sunder niwas along the sanjoli cart road and coming upto Shyam niwas comprising Deep Auto Care.,from Shyam Niwas comprising Deep Auto care moving upward along the ward boundary covering house of Sarla thakur Shyam Niwas Mahamaya Cottage and coming upto Thakur estate.
Lalit Chauhan,19,18,Starting from Thakur Niwas moving along covering Gauri bhawan Goyal apartment Aakashdeep building and coming upto Pratap Niwas.,From Pratap bhawan moving downwards and coming upto Dhalli tunnel.,From Dhalli Tunnel moving along the cart road covering Padam cottage Dogra Trade centre Shant Kunj Axis bank PNB bank Tribhuvan building and coming upto to Rampal General store shop no. 23.,From Rampal General Store shop no. 23 moving upwards along the road covering Charan Villa sahota Niwas Wonder years play School and coming upto to Thakur Niwas.
Lalit Chauhan,20,12,Starting from The Prince lodge along covering Hill top house Kiari Cottage Ambika Lodge Vaibhav Lodge house of Mahavir Chauhan and coming upto the Alps bragta niwas.,Starting from the Alps Bragta niwas moving downwards along the stairs covering Kalta niwas and coming upto RK Villa .,From RK Villa moving on the path covering Aarav Lodge Kala kanwal Gopal Niwas Shubham niwas Dilta niwas Bal niwas and coming upto Negi Niwas.,From Negi niwas moving upwards along the stairs covering KS Thakur and coming upto Prince Lodge .
Lalit Chauhan,19,2,Starting from the Shiv Shakti Cottage near Baba Balak Nath Temple (excluded) moving along the town boundary and coming upto the town boundary near Govt. Middle School Chalaunthi.,"From govt. middle school Chalaunthi moving toweards south covering Sheela Niwas , Temple, Mahender Niwas and coming to main road near Kapoor Niwas.","From Kapoor Niwas moving on the road covering Shankar Niwas,the Sanatan Dharm Mandir Rain shelter and coming upto Fouji dhaba .","From Fauji Dhaba moving downward covering baba balak nath temple gate, Amar Niwas Shiv shakti niwas on the stairs and coming upto the town boundary Shiv Shakti Cottage near Baba Balak Nath temple(excluded)."
Lalit Chauhan,19,3,Starting from town boundary near house of Nirmala moving along the same and coming upto house of Sant Ram Neatha on the town boundary.,from the house of sant ram neatha on the town boundary moving upwards along the town boundary covering Negi Niwas and coming upto the main road(sanjauli dhalli bye pass) near blue mountain home stay(included).,from the blue mountain home stay moving along the road coming upto Kapoor house (excluded).,from the point near Kapoor house (excluded)moving downwards covering Thakur sadan Verma niwas and coming upto the town boundary near Nirmala niwas.
Lalit Chauhan,18,26,Starting from Vaishno bhojnalaya near children park(excluded) on the cart road moving along the same and coming upto Gayatri Furnishers.,from Gaytri furnishers moving downwards along the nala covering Savitri bhawan Suraj kunj and coming upto Vimal estate Block-03.,from Vimal estate block-03 moving along ward boundary and coming to Vimal estates block-01.,From Vimal estates Block-01 moving upwards on the stairs along the nala covering pleasant view building and coming upto to vaishno bhojnalay on cart road .
Lalit Chauhan,29,20,Starting from verma niwas moving upwards on road upto geeta bhawan,From geeta bhawan going downstairs including sumitra and Vishal niwas upto moti bhawan,From moti bhawan moving along road upto adarsh niwas,From Aadarsh niwas taking houses on right of road upto verma niwas
Lalit Chauhan,29,8,Starting from verma niwas taking houses on right of road upto katvi bhawan,From katvi bhawan upto Rajpal niwas taking houses on right of nallah,From Rajpal niwas including shastri niwas neelkanth niwas moving along katcha path upto house of B C Sharma,From B C Sharma going upstairs upto verma niwas
Lalit Chauhan,29,27,Starting from Vikas bhawan moving downwords upto kiran apartment,From kiran apartment moving along road taking houses on right upto vikas cottage,From vikas cottage along street upto sweet home covering Jeetendra bhawan and swarnphool caster,From sweet home moving upstairs including Ravi cottage and roop niwas upto vikas bhawan
Lalit Chauhan,29,10,Starting from vishal bhawan moving along road upto Aaditva cottage including om bhawan,From Aaditva cottage going downstairs upto Satya bhawan house of suresh verma,From satya bhawan house of suresh verma including Gaurav niwas Negi niwas moving along katcha path upto building under construction beside house of girija Sharma,From building under construction beside house of Girija Sharma going upstairs upto Vishal bhawan
Naveen Yadav,17,19,Bhabha Hostel,Bhabha Hostel,Bhabha Hostel,Bhabha Hostel
Naveen Yadav,17,21,"From Hp Secretariat Building (excluded) near Zaika Veg & Non Veg moving on circular road covering Vishal Mega Mart, Emm Villa, Delphine lodge, Dimple lodge upto Nala near Dimple lodge building 2.",From Nala near Dimple lodge building 2 moving along nala in jungle excluding shiv shakti vihar upto Hukmi niwas on Shimla Flowerdale road.,"From Hukmi niwas moving on flowerdale-chhotashimla road covering shiv shakti sadan, chanoor bhawan, YK Thakur old building upto nala on ward boundary.",From Nala on ward boundary moving on stairs along nala covering malbrough house upto the point of start i.e Hp Secretariat Building (Excluded)
Naveen Yadav,28,13,From Junction near Block C2 Brockhorst moving on Vikas Nagar- Chhota Shimla Road upto Tara view.,From Tara view moving on to Chhota shimla - kasumpti Road Covering Govt. Senior Secondary School Chhota shimla upto kasumpti chowk near Omkar Lodge.,From Kasumpti chowk near Omkar Lodge to sohal niwas and imaginary line from Sohal Niwas to Shimla byepass road-kasumpti junction.,From Shimla byepass road- kasumpti Junction moving on shimla byepass road upto the point of start i.e. Junction near Block C2 Brockhorst moving on Vikas Nagar- Chhota Shimla Road .
Naveen Yadav,28,23,From Junction near Strawberry cottage moving on path covering verma cottage upto Justa Sai Villa.,Imaginary boundary starting from Justa Sai Villa to Block M Housing Board Colony.,From Block M Housing Board Colony moving on road upto Security Room Housing Board Colony.,"From Security Room Housing Board Colony moving on HB Road covering Block R, Hotel Avantika upto the point of start.i.e. Junction near Strawberry cottage."
Naveen Yadav,28,22,Imaginary Boundary starting from Hotel King Palace upto Nala near Sharad Prasad Niwas.,From Nala near Sharad Prasad Niwas moving alond Nala upto ward boundary.,From ward boundary near shimla byepass road upto Junction near Convent view at Chhota Shimla- kasumpti Road.,From Junction near Convent view at Chhota Shimla- kasumpti Road moving on Chhota Shimla - kasumpti Road upto the point of start. i.e. Hotel King palace.
Naveen Yadav,28,25,Imaginary line starting from Kalra House Estate to Cedar Appartments and moving on road covering Torrentium villa upto junction near Tibetan School.,From Tibetan School moving on Chhota Shimla-kasumpti road upto Junction near Rain Shelter and PWD Quarters Block A.,From Junction near Rain Shelter and PWD Quarters Block A moving on Chhota Shimla- vikas nagar road upto Junction near Gugga Temple.,From Junction near Gugga Temple moving towards Gugga Temple upto Kalra House Estate.
Naveen Yadav,17,18,Raman Hostel,Raman Hostel,Raman Hostel,Raman Hostel
Naveen Yadav,17,4,Sister nivedita nursing college and hostel,Sister nivedita nursing college and hostel,Sister nivedita nursing college and hostel,Sister nivedita nursing college and hostel
Naveen Yadav,28,12,"Starting from Charan kunj moving on stairs covering joshi cottage, Ridham niwas, Mahima niwas upto ward Boundary near Pine Cottage.","From ward Boundary near Pine Cottage moving on ward boundary covering verma Appartments, Aachman appartments upto ward boundary near Sehgal Appartments.",From ward boundary near Sehgal Appartments moving on path upwards covering Lords villa upto mosque at Kasumpti Chowk. (Excluding shops),From mosque at Kasumpti Chowk (Excluding shops) moving on path to chhota shimla upto the point of start i.e. Charan kunj.
Naveen Yadav,28,32,Starting from Circular road and Chhota shimla - kasumpti road Junction moving on Circular road Covering Gurudwara Sahib upto Police Station Shimla east.,From Police Station Shimla east then with Imaginary boundary starting from HP Secretariat upto Ellerselie Type III Quarters.,From Ellerselie Type III Quarters moving on path upto Ellerselie Cottage.,From Ellerselie cottage moving on Chhota Shimla- kasumpti Road upto the point of start. i.e. Circular road and Chhota shimla - kasumpti road Junction.
Naveen Yadav,28,26,"Starting from Corner Cottage moving on path covering sanjay sadan, New Chauhan villa, om niwas upto MC Toilets.","From MC Toilets moving on Chhota Shimla- kasumpti road covering Om Coal company, Kajal Beauty Parlour upto Q Café.",From Q cafe moving on road covering Torrentium Cottage upto Cedar Appartments (Excluded)then an imaginary boundary covering Kalra staff quarter upto Bharti Cottage.,From Bharti cottage moving on path/stairs covering Pine lodge estate huts upto the point of start. i.e corner cottage.
Naveen Yadav,17,20,"Starting from five bench near Asha Devi building and moving onto the ward boundary covering Asha Devi Building, oyo cedar tree upto Jakhoo sanjauli road junction.","From Jakhoo sanjauli road junction moving towards nav bahar chowk covering sukhmani, Indus estates upto nav bahar chowk near vacant building of Indus Hospital.",From Nav Bahar chowk near vacant building of Indus Hospital moving on circular road covering Lakpa sherpa upto Imaginary boundary from jungle near junction of Raj bhawan road on circular road near house of Lakpa Sherpa.,Imaginary boundary in jungle from point near Rajbhawan road Junction on circular road near house of Lakpa Sherpa moving into jungle upto point of start. i.e. five bench
Naveen Yadav,28,8,Starting from Gurudutt Bhagwat Dutt Building moving on path covering Manga niwas verma niwas upto ward boundary near himalvi bhawan.,From Ward boundary near himalvi bhawan moving on ward boundary in jungle upto himalvi cottage.,From ward boundary near himalvi cottage moving on ward boundary in jungle upto Sehaj niwas.,"From Sehaj niwas moving on road covering Rajdeep Appartments, Regional Ayurvedic Hospital upto point of start.i.e. Gurudutt Bhagwat Dutt building."
Naveen Yadav,28,9,"Starting from Housing Board Road Junction near Smriti Bhawan moving on road/ stairs covering Rani villa, Raj Greh Block 4 upto Block 9.",From Block 9 moving along path/ stairs upto shivalik bhawan. (Ward Boundary),"From Shivalik bhavan moving on stairs/ road covering Om sadan, Negi Niwas upto Beakta villa.","From Beakta villa moving on road covering Wyndham, Pen Rose Hall upto the point of start. i.e. Housing Board Road Junction near Smriti Bhawan."
Naveen Yadav,17,29,Starting from junction near Hotel Rahat Regency moving on road covering Edgeworth upto squash court outhouse.,From squash court outhouse moving on road covering Atithi greh Rajbhawan upto the junction at Circular road.,From Junction at circular road moving on circular road covering HP Secretariat Building upto the Junction near Office of Divisional Commissioner.,From Junction near Office of Divisional Commissioner moving on mall road covering Yates cottage Block 1 upto the point of start i.e Juction near Hotel Rahat Regency.
Naveen Yadav,28,24,"Starting from Junction near Power station moving on road covering Delphi, Taksal House upto Aira Homes Estate.",From Aira Homes Estate moving on path upto PNB at Kasumpti Chowk.,From PNB at Kasumpti Chowk moving on Kasumpti- chhota shimla road covering Grover Cottage upto Rose Cottage.,From Rose Cottage moving on Kasumpti- chhota shimla road upto the point of start. i.e Junction near Power station.
Naveen Yadav,17,31,"Starting from Junction near Super Bazar Ration depot moving upward covering LIG Block 2, LIG Block 8 , Long view appartments upto five bench.",Imaginary boundary in jungle from five bench upto the point near ramchander chowk on forest hill road.,From the point near ram chander chowk on forest hill road moving on forest hill road upto Ram chander chowk.,From Ramchander chowk moving on forest hill road covering EWS 7 and EWS 9 upto the point of start. i.e. Junction near Super Bazar Ration depot
Naveen Yadav,17,28,Starting from junction near water tanks on circular road moving on path towards marley villa covering Bhupinder Bhawan upto Kristen Villa.,From Kristen Villa moving towards Chhota shimla covering Shimla East Post office upto junction near Rain Shelter.,From junction near Rain Shelter moving on circular road upto knellswood lodge.,From Knellswood lodge moving on circular road upto Junction near water tanks (i.e. upto point of start.)
Naveen Yadav,17,6,Starting from junction of circular road and Navbahar-Directorate Road near Eagle Mount Bhawan then moving on circular road covering St. Bedes college upto Navbahar chowk near Convent of Jesus & Merry.,From ENavbahar chowk near Convent of Jesus & Merry moving on Navbahar- Directorate road covreing Convent of Jesus and marry school upto Directorate of Horticulture. (Excluded) near St Bedes College.,From Directorate of Horticulture. (Excluded) near St Bedes College moving on Navbahar-Directorate Road covering Jesus and Marry staff quarters upto St. Bedes College,From St. Bedes college moving on Navbahar-Directorate Road covering St. Bedes College upto the point of start i.e. junction of circular road and Navbahar-Directorate Road near deepak mess.
Naveen Yadav,17,5,"Starting from Junction of Jakhoo sanjauli road near M.C Quarters moving towards sanjauli covering Govt. Sr. Sec. School, Sanjauli, and turning on IGMC hostel road and covering HPSEB Building, Holy oak Type III Block C upto the Junction of IGMC hostel Road and IGMC Road near Hawaghar.",From the junction of IGMC hostel Road and IGMC Road near Hawaghar moving on IGMC- sanjauli road covering Uphar bar and restaurant upto sanjauli chowk near Uphar Bar & Restaurant.,"From Sanjauli chowk Uphar Bar & Restaurant moving on Sanjauli-Navbahar road covering City Pulse Departmental store, Police Chowki sanjauli, sheetla mata mandir upto Navbahar chowk.",From Navbahar chowk Near Shetla Mata Mandir moving on to Jakhoo road upto the junction of jakhoo - sanjauli road i.e. point of start.
Naveen Yadav,28,33,Starting from MC Parking moving on Circular road covering shop no.1 and shop no.2 of MC upto Aashiana Restaurant.,"From Aashiana Restaurant moving on Chhota Shimla- kasumpti road Covering HDFC Bank, Umesh cottage upto H.No. 25/2 Lakshami Sood.",From House No. 25/2 Lakshmi sood moving on path covering Arya Public School upto Gupta Niwas.,"From Gupta Niwas moving on path covering Angra Niwas, Aashiana Clarks Inn upto the point of start that is MC parking."
Naveen Yadav,28,27,Starting from Nala near Army staff quarters moving on road covering Navratna Rest House upto Cedar View Block B.,From Cedar view Block B moving on path covering Residential complex Gurudwara sahib upto Laxmi Niwas Dhiman House.,From Laxmi Niwas Dhiman House moving on path covering Parwati niwas upto Gurudwara Car Parking.,Imaginary boundary from Gurudwara car parking moving along Nala upto the point of start.i.e. Nala near Army Staff Quarters.
Naveen Yadav,17,16,Starting from Nala near HP Gas moving upward along Nala upto Roshan Niwas.,From Roshan Niwas moving towards Chhota shimla covering Charlie villa upto Nala near Charlie Villa Cottage.,From Nala near Charlie Villa Cottage then moving along nala upto the point of Nala on circular road near Park 5.(excluded),From the point of Nala on circular road near Park 5.(excluded) moving on circular road covering Directorate of Urban Development upto the point of start.i.e Nala near HP Gas.
Naveen Yadav,17,7,Starting from Nala near Maina niwas upto Maina niwas DhobiGhat. (Maina niwas Dhobi Ghat included),From Maina niwas DhobiGhat. (Maina niwas Dhobi Ghat included) Moving on Ward boundary covering Housing board colony new flowerdale upto Nala near Block 1 Category IV.,From Nala near Block 1 Category IV moving along Nala upto Block 1 Category IV.,"From Block 1 Category IV moving on Chhota shimla-new flowerdale path upto shree villa and imaginary boundary upward covering Durga cottage, Attri cottage upto point of start i.e Nala near Maina niwas."
Naveen Yadav,17,15,Starting from Nala near Park 5 moving upward along Nala upto point of nala on Mall raod near Hotel Rahat regency. (excluded.),From point of nala on Mall raod near Hotel Rahat regency. (excluded.) moving towards Chhota Shimla upto Kristen Hall. (excluded) near Thakur Niwas,From Kristen Hall (excluded) near Thakur Niwas moving towards Thakur Niwas & HPPSC upto junction near water tanks.(excluded.),"From junction near water tanks.(excluded.) moving on circular road covering HPPSC, Park 6 upto the point of start i.e. Nala near Park 5"
Naveen Yadav,17,2,"Starting from Nala near Priority 1 Army Accommodation moving on IGMC hostel road excluding temple , parking, IGMC Pricipal office, IGMC UG PG mail hostel, Sister nivedita nursing college and hostel covering Bhajji bhawan, Dental Doctors residence Holyoak excluding Raman Hostel and Bhabha Hostel upto the junction near Hawaghar Tibetan colony (excluded).","From junction near Hawaghar Tibetan colony. (excluded) moving on Sanjauli-jakhoo road covering kapoor lodge, Post office, Chitrakoot niwas upto Indus chowk.",From Induschowk imaginary boundary in jungle upto ward boundary.,From point on ward boundary in jungle moving on ward boundary in jungle covering Hotel palace upto the point of start i.e. Nala near Priority 1 Army Accommodation.
Naveen Yadav,17,1,"Starting from Nala near Varsha Shalika , PWD store on Ridge to US club road moving upward along Nala upto JP Gupta.",From JP Gupta moving on ward boundary covering summer lyton upto five bench.,"From five bench moving towards Microwave station BSNL office covering Sharma Kunj, Ghoda kothi EWS 1 and 2, Cottage no. 12 upto junction near HIG cottage no. 17.","From Junction near HIG cottage no 17 moving on forest hill road covering Melvilla lodge, Khanna club house upto the point of start."
Naveen Yadav,28,10,Starting from opposite of Baekta Villa (excluded) near Block A moving towards Aira holmes flats covering Bali villa kothi no 3 upto vacant area near Block J.,from vacant area near Block J then along with Imaginary boundary upto ward boundary near Block A.,From point in jungle on ward boundary near Block a moving along ward boundary Covering Block J upto a point on ward boundary,From a point on ward boundary near Block J moving on Aira holmes flats road upto the point of start.i.e. Opposite of Baekta villa (excluded.)
Naveen Yadav,17,3,Starting from Parking near Principal office IGMC moving on IGMC hostel road covering Principal office IGMC upto IGMC UG/PG main hostel.,From IGMC UG/PG main hostel moving on boundary of IGMC UG/PG main hostel upto UG/PG main hostel corner.,From UG/PG main hostel corner moving at the back of UG/PG main hostel upto the Principal office corner.,From Principal office corner move towards the point of start. i.e Parking.
Naveen Yadav,28,14,Starting from Pine Cottage moving on road covering Kothi no. 1 upto junction at Vikas Nagar chhota shimla road.,From Junction moving on road covering Type III quarters upto Junction at shimla Byepass road near Block 45C Brockhorst.,From Junction at Shimla Byepass road near Block 45C Brockhorst moving on shimla byepass road covering Civil Judges and Judicial Magistrate Residence upto Nala near Tannu House.,From Nala near Tannu House moving along Nala upto the point of start. i.e. Pine Cottage.
Naveen Yadav,17,17,Starting from Rook Nest Machhiwali kothi Block A moving on forest hill road covering Rooks heaven upto Hainault Public School.,From Hainault public school moving on stairs/ path / road upto the junction on Mall Road.,From Junction on mall road moving on mall road covering kataria house upto Nala near Hotel Honeymoon inn.,From Nala near Hotel Honeymoon inn moving along Nala upto the point of start i.e. Rook Nest Machhiwali kothi
Naveen Yadav,28,11,Starting from Sri Ganpati house moving on road towards Bahar kunj covering satya sadan upto Dalmeena House Shiv Sharma.,"Imaginary boundary from Dalmeena House in jungle covering Tiwari niwas, Roopchand cottage upto ward boundary near Ganpati bhawan Hari om gupta.","From ward boundary near Ganpati bhawan Hari om Gupta moving on stairs covering dutta cottage , Himalaya cottage , vidwan cottage upto charan kunj (excluded).","From charan kunj (excluded) moving on kasumpti- chhota shimla path covering Thakur PG, Arindham upto the point of start. i.e Sri Ganpati house."
Naveen Yadav,17,30,Starting from stairs near Kothi No. 7 moving on forest hill road covering Radha swami satsang beas upto Transit accomodation.,From transit accomodation then with Imaginary boundary in jungle upto circular road near PWD store. ( excluded.),"From circular road near PWD store. ( excluded) moving on circular road towards Rajbhawan road junction and moving on Rajbhawan road covering Rajbhawan Type 2 quarters, Rajbhawan upto point where path of Hainault school meets Mall Road near Kothi No. 12.",From the point where path of Hainault school meets Mall Road near Kothi No. 12 moving on path to Hainault school covering kothi no.8 and kothi no. 7 Banmore upto the point of start. i.e stairs near Hainault Public school.(excluded)
Nikhil,25,13,From Durga Mata Temple to Chaman Niwas while going through the house of Devender Verma.,From Chaman Niwas up to New Building Under Construction (Hotel) .,From New Building Under Construction (Hotel) to Meenu General Store While going through Hotel Summer Lead.,From Meenu General store up to the point of start i.e Durga Mata Temple while going through Surjan Building.
Nikhil,25,16,From Mahamaya Niwas to the Gorkhu Lodge and Beli Ram House which also covers Forest Area.,From Gorkhu Lodge and Beli Ram House upto Forest Beat Guard Kusumpti covering Kachha Path.,From Forest Beat Guard Kusumpti up to Lal Chand House covering Kachha Path.,From Lal Chand House to the starting point of the Block while going through Bhardwaj Cottage and Shah Niwas.
Nikhil,25,28,From Nirmal Cottage to the Seema Cottage while going through Satya Niwas.,From Seema Cottage up to K.B Agrifresh while going through Bimla Niwas.,From K.B Agrifresh up to Verma Niwas while going through PDS Shop.,"From Verma Niwas to the point of start i.e Nirmal Cottage while going through Suman Niwas, Roneta Niwas and Rahul Cottage."
Nikhil,25,14,From Prem Niwas upto the Kamal Anand Kunj while covering Bhoop Ram Niwas.,From Kamal Anand Kunj to Noshad Auto works While Covering Kachha Path.,From Noshad Auto Works to HPSEB Electricity Division while covering Radhe Radhe Flats.,From HPSEB Electricity Division up to the point of start i.e Prem Niwas.
Nikhil,25,20,From the house of Geeta Ram Thakur and Labour Qtrs (Dil Bahadur) to Govt. Primary School NavBahar.,From this point i.e. Govt. Primary School NavBahar to the Jagtaik Niwas while going through road which further goes to Chotta Shimla.,From Jagtaik Niwas to the Kanta Cottage while going through Dhobighat road.,From Kanta Cottage to the starting point of the block while covering Vijay Parmar Building and Thakur Niwas
Nikhil,24,31,Imaginary boundary in jungle starting from Navbahar Chowk near Rainbow View upto point on Shanan- Malyana Road near house of Rajeshwar Singh Negi.,From point on Shanan- Malyana Road house of Rajeshwar Singh Negi. moving towards malyana upto a point on ward Boundary Government middle school Bakhrai. (excluded.) near Krishna Niwas.,"From a point on ward Boundary near Government middle school Bakhrai (excluded) near Krishna Niwas moving on ward boundry in jungle and moving on path covering Krishna niwas , jagdish Bhawan upto path near Deedar House.","From path near Deedar House moving on Directorate road covering Rajender Apartments, Directorate of Horticulture upto Nav Bahar Chowk near Rainbow View."
Nikhil,27,7,Staring from the Block no 17 of Himuda Colony upto Block No 4 of Himuda Colony.,Starting from the Block 4 of Himuda Colony upto Block No 20 of Himuda Colony.,Starting from the Block 20 of Himuda Colony upto Block no 28 of Himuda Colony.,Starting from Block no 28 of Himuda Colony upto Block no 17 of Himuda Colony.
Nikhil,24,22,"Staring from vidya building moving on stairs and pakka path covering lambardar building, Mehta niwas, Shiv niwas upto Yash Thakur Building . (Yash Niwas is excluded.)",Imaginary boundary from Yash Thakur Building upto vacant land near kamla niwas(excluded.) near Shiv Niwas.,Imaginary boundary from vacant land near Kamla Niwas(excluded) near Shiv niwas moving along covering kaith lodge and coming upto Nala near Tara Chand cottage.,From Nala near Tara Chand Cottage moving along nala covering Mehta Niwas upto the point of start i.e. Vidya Building.
Nikhil,26,19,Starting from 31 Parallel BPO Call Centre upto the Tenzin Hospital while covering MAGB House.,from Tenzin Hospital while going downwards upto the house of Digamber Puri (last house of Town Boundary).,from the house of Shree Digamber Puri while covering Shree Lakshmi Ganesh Kunj upto the Water Tank (IPH).,from Water Tank (IPH) while covering Hamara Ashiana and Joshi Bhawan and Shree Radha Kunj upto the 31 Parallel BPO Call Centre.
Nikhil,24,26,Starting from agricultural land near Krishan dutt thakur niwas upto KD Thakur Niwas.,From KD Thakur Niwas moving on shimla byepass road covering Bhairo niwas upto the House of Jagdish Sharma.,"From the House of Jagdish Sharma moving on path covering BS Ranjan Niwas, Kripal Niwas upto Ankit Niwas.",From Ankit niwas moving through agricultural land upto Krishan Dutt Thakur niwas.
Nikhil,24,23,"Starting from Bhardwaj niwas covering Bisht lodge, Chet villa, Ashish cottage upto Nala near Deepak Azad niwas.","From Nala near Deepak Azad Niwas moving downward along Nala covering Geeta Bhawan, Manohar Niwas upto Path to Housing Board near Devli niwas.",From Path to Housing Board near Devli niwas moving on Housing board path upto Nala near Lata Niwas.,From Lata Niwas moving upward along with Nala covering Dhanta Niwas upto the point of start i.e. Bhardwaj Niwas.
Nikhil,26,21,Starting from Bindra Handloom Saloon and Tara Chand Bhawan moving on road up to the Vacant Plot (Royal Medical Store Excluded).,From the Vacant Plot (Royal Medical Store Excluded). upto Goel Appartments -I.,From Goel Appartments -I upto Tara Devi Mandir while covering Indira Bhawan.,From Tara Devi Mandir upto the Tara Chand Bhawan while covering Dayaram Building and suraj Bhawan.
Nikhil,24,10,"Starting from Block 17 Housing Board colony moving on Housing board road covering Block 12 A, Baekta Niwas upto Nala near Shakti niwas",From Nala near Shakti Niwas moving along Nala and road upto Junction of Housing board Road and shimla bye pass road near Saraswati Paradise International Public School.,From Junction of Housing board Road and Shimla bye pass road near Saraswati Paradise International Public School moving on shimla bye pass road covering MIG 7 upto vacant area near MIG12A Hill view appartment.,Imaginary boundary from vacant area near MIG12A hill view appartment upto the point of start. i.e. Block 17 Housing Board Colony.
